Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Category,Total of cases
200501CW11631,1,1,Pedestrian,1,27,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501CW11653,1,1,Pedestrian,1,26,26 - 35 y/o,3,5,4,0,0,-1,0,1,,
200501CW11659,1,1,Pedestrian,1,27,26 - 35 y/o,2,1,4,0,0,-1,0,-1,,
200501CW11706,1,2,Pedestrian,1,32,26 - 35 y/o,3,5,2,0,0,-1,0,1,,
200501CW11723,1,1,Pedestrian,1,26,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501CW11741,1,1,Pedestrian,1,31,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501CW11750,1,1,Pedestrian,1,35,26 - 35 y/o,3,4,4,0,0,-1,0,1,,
200501CW11757,1,1,Pedestrian,1,26,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501CW11781,1,1,Pedestrian,2,32,26 - 35 y/o,3,10,1,0,0,-1,0,1,,
200501CW11790,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501CW11813,1,1,Pedestrian,2,31,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501CW11829,1,1,Pedestrian,2,30,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501CW11830,1,1,Pedestrian,1,31,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501CW11842,1,1,Pedestrian,2,29,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501CW11879,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,9,0,0,-1,0,1,,
200501CW19242,1,1,Pedestrian,1,30,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501EK40065,1,1,Pedestrian,1,34,26 - 35 y/o,2,10,9,0,0,-1,0,-1,,
200501EK40150,1,1,Pedestrian,1,26,26 - 35 y/o,2,5,1,0,0,-1,0,3,,
200501EO00008,1,1,Pedestrian,2,28,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501EO00030,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501EO00034,1,1,Pedestrian,1,27,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO00066,1,1,Pedestrian,2,28,26 - 35 y/o,3,1,2,0,0,-1,0,1,,
200501EO00087,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501EO00094,1,1,Pedestrian,2,27,26 - 35 y/o,2,10,9,0,0,-1,0,1,,
200501EO00124,1,1,Pedestrian,1,31,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501EO00143,1,1,Pedestrian,2,26,26 - 35 y/o,3,1,2,0,0,-1,0,1,,
200501EO00168,1,1,Pedestrian,2,26,26 - 35 y/o,3,4,3,0,0,-1,0,1,,
200501EO40012,1,1,Pedestrian,1,31,26 - 35 y/o,3,1,2,0,0,-1,0,-1,,
200501EO40020,1,1,Pedestrian,1,32,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501EO40043,1,1,Pedestrian,1,30,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501EO40047,1,1,Pedestrian,1,26,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501EO40133,1,1,Pedestrian,1,27,26 - 35 y/o,2,9,5,0,0,-1,0,1,,
200501EO40139,1,1,Pedestrian,1,30,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO40140,1,1,Pedestrian,1,26,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO40148,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501EO40200,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501EO40221,1,1,Pedestrian,1,35,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501EO40227,1,1,Pedestrian,1,27,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501EO40235,1,1,Pedestrian,1,35,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501EO40242,1,1,Pedestrian,2,34,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO40256,1,1,Pedestrian,2,34,26 - 35 y/o,2,10,9,0,0,-1,0,-1,,
200501EO40267,2,1,Pedestrian,1,35,26 - 35 y/o,2,4,1,0,0,-1,0,1,,
200501EO40272,1,1,Pedestrian,1,32,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501EO40284,1,1,Pedestrian,2,27,26 - 35 y/o,3,1,9,0,0,-1,0,-1,,
200501EO40308,1,1,Pedestrian,1,27,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501EO40321,1,1,Pedestrian,2,26,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501EO40331,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501EO40334,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501EO40335,1,1,Pedestrian,2,28,26 - 35 y/o,2,5,3,0,0,-1,0,-1,,
200501EO40339,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,2,0,0,-1,0,1,,
200501EO40369,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501EO40370,1,1,Pedestrian,1,26,26 - 35 y/o,3,4,3,0,0,-1,0,1,,
200501EO40399,1,1,Pedestrian,2,30,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO40403,1,1,Pedestrian,1,31,26 - 35 y/o,2,4,1,0,0,-1,0,1,,
200501EO40465,1,1,Pedestrian,2,29,26 - 35 y/o,2,1,3,0,0,-1,0,1,,
200501EO40477,1,1,Pedestrian,1,30,26 - 35 y/o,2,4,1,0,0,-1,0,1,,
200501EO40507,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501EO40532,1,2,Pedestrian,2,34,26 - 35 y/o,3,7,9,0,0,-1,0,1,,
200501EO40555,1,1,Pedestrian,1,30,26 - 35 y/o,3,9,9,0,0,-1,0,-1,,
200501EO40561,1,1,Pedestrian,1,31,26 - 35 y/o,3,1,3,0,0,-1,0,-1,,
200501EO40610,1,1,Pedestrian,2,35,26 - 35 y/o,3,10,3,0,0,-1,0,-1,,
200501EO40635,1,1,Pedestrian,1,34,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501EO40642,1,1,Pedestrian,2,29,26 - 35 y/o,3,8,8,0,0,-1,0,1,,
200501EO40670,1,1,Pedestrian,1,33,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501EO40678,1,1,Pedestrian,1,32,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO40690,1,1,Pedestrian,1,30,26 - 35 y/o,2,10,9,0,0,-1,0,1,,
200501EO40735,1,1,Pedestrian,1,26,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501EO40736,1,1,Pedestrian,1,27,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501EO40774,1,1,Pedestrian,2,26,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501EO40778,1,1,Pedestrian,2,26,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501EO40792,1,1,Pedestrian,1,33,26 - 35 y/o,2,1,1,0,0,-1,0,1,,
200501EO40797,1,1,Pedestrian,1,35,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501EO40809,1,1,Pedestrian,2,27,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501EO40830,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501EO40852,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,9,0,0,-1,0,1,,
200501EO40870,1,1,Pedestrian,2,35,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501EO40922,1,1,Pedestrian,1,26,26 - 35 y/o,2,5,3,0,0,-1,0,-1,,
200501EO40924,1,1,Pedestrian,2,28,26 - 35 y/o,2,8,9,0,0,-1,0,-1,,
200501EO40934,1,1,Pedestrian,1,34,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501EO40943,1,1,Pedestrian,2,35,26 - 35 y/o,3,9,9,0,0,-1,0,-1,,
200501EO40963,1,1,Pedestrian,2,35,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501EO40988,1,1,Pedestrian,2,35,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501EO41008,1,1,Pedestrian,2,26,26 - 35 y/o,3,5,9,0,0,-1,0,1,,
200501EO41060,1,1,Pedestrian,1,32,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501EO41081,1,1,Pedestrian,1,27,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501EO41095,1,1,Pedestrian,2,30,26 - 35 y/o,3,5,9,0,0,-1,0,-1,,
200501EO41143,1,1,Pedestrian,1,26,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501EO41154,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501EO41163,1,1,Pedestrian,1,32,26 - 35 y/o,3,9,9,0,0,-1,0,-1,,
200501EO41175,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,9,0,0,-1,0,1,,
200501EO41183,1,1,Pedestrian,2,28,26 - 35 y/o,2,9,5,0,0,-1,0,1,,
200501EO41195,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,4,0,0,-1,0,1,,
200501EO41258,1,2,Pedestrian,1,34,26 - 35 y/o,2,5,1,0,0,-1,0,1,,
200501EO41266,1,1,Pedestrian,1,26,26 - 35 y/o,3,5,9,0,0,-1,0,-1,,
200501EO41283,1,1,Pedestrian,1,34,26 - 35 y/o,3,1,9,0,0,-1,0,1,,
200501EO41285,1,1,Pedestrian,1,33,26 - 35 y/o,2,5,1,0,0,-1,0,1,,
200501EO41290,1,1,Pedestrian,2,28,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501EO41307,1,1,Pedestrian,1,30,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501EO41310,1,2,Pedestrian,2,31,26 - 35 y/o,3,5,2,0,0,-1,0,-1,,
200501EO41323,1,1,Pedestrian,2,27,26 - 35 y/o,2,1,1,0,0,-1,0,1,,
200501EO41337,2,2,Pedestrian,2,29,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501EO41341,1,1,Pedestrian,2,29,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501EO41408,1,1,Pedestrian,2,26,26 - 35 y/o,2,1,9,0,0,-1,0,1,,
200501EO41428,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501EO41474,1,1,Pedestrian,2,33,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501FH00003,1,1,Pedestrian,1,26,26 - 35 y/o,2,1,3,0,0,-1,0,-1,,
200501FH00026,1,1,Pedestrian,2,33,26 - 35 y/o,3,9,5,0,0,-1,0,-1,,
200501FH00028,1,1,Pedestrian,2,31,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501FH00040,1,1,Pedestrian,1,30,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501FH10024,1,1,Pedestrian,2,29,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501FH10041,1,1,Pedestrian,1,35,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501FH10044,1,1,Pedestrian,2,27,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501FH10045,1,1,Pedestrian,2,32,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501FH10050,1,1,Pedestrian,1,29,26 - 35 y/o,3,4,3,0,0,-1,0,1,,
200501FH10052,1,1,Pedestrian,1,33,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501FH10066,1,1,Pedestrian,2,30,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501FH10078,1,1,Pedestrian,1,28,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501FH10081,2,2,Pedestrian,1,28,26 - 35 y/o,2,9,5,0,0,-1,0,-1,,
200501FH10086,1,1,Pedestrian,2,30,26 - 35 y/o,3,9,9,0,0,-1,0,1,,
200501FH10087,1,1,Pedestrian,1,28,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501FH10097,1,1,Pedestrian,1,35,26 - 35 y/o,3,9,9,0,0,-1,0,1,,
200501FH10102,1,1,Pedestrian,1,30,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501FH10124,1,2,Pedestrian,2,28,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501FH10151,1,1,Pedestrian,1,26,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501FH10234,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501FH10249,1,1,Pedestrian,2,32,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501FH10268,1,1,Pedestrian,2,27,26 - 35 y/o,3,6,9,0,0,-1,0,-1,,
200501FH10284,1,1,Pedestrian,2,26,26 - 35 y/o,3,5,4,0,0,-1,0,1,,
200501FH10373,1,3,Pedestrian,2,27,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501FH10385,1,1,Pedestrian,1,35,26 - 35 y/o,2,9,9,0,0,-1,0,-1,,
200501FH10408,1,1,Pedestrian,1,33,26 - 35 y/o,2,9,8,0,0,-1,0,1,,
200501FH10414,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501FH10423,1,1,Pedestrian,2,30,26 - 35 y/o,2,1,1,0,0,-1,0,1,,
200501FH10424,1,1,Pedestrian,2,32,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501FH10484,1,1,Pedestrian,2,34,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501FH10515,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,2,0,0,-1,0,-1,,
200501FH10519,1,1,Pedestrian,1,30,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501FH10533,1,1,Pedestrian,1,26,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501FH10567,1,1,Pedestrian,2,32,26 - 35 y/o,2,1,3,0,0,-1,0,1,,
200501FH10665,1,1,Pedestrian,2,32,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501FH10683,1,1,Pedestrian,1,28,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501GD10059,1,1,Pedestrian,2,31,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10101,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501GD10106,1,1,Pedestrian,2,28,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10157,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501GD10163,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501GD10183,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10269,1,1,Pedestrian,1,32,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501GD10305,1,1,Pedestrian,2,29,26 - 35 y/o,3,9,6,0,0,-1,0,1,,
200501GD10322,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10348,1,1,Pedestrian,1,26,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501GD10350,1,1,Pedestrian,2,28,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501GD10350,1,2,Pedestrian,1,29,26 - 35 y/o,3,9,5,0,0,-1,0,-1,,
200501GD10366,2,1,Pedestrian,1,33,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501GD10383,1,1,Pedestrian,1,35,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501GD10390,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501GD10413,1,1,Pedestrian,2,30,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10505,1,1,Pedestrian,1,26,26 - 35 y/o,2,5,3,0,0,-1,0,-1,,
200501GD10513,1,1,Pedestrian,2,29,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501GD10513,1,2,Pedestrian,1,27,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501GD10582,1,1,Pedestrian,1,31,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501GD10596,1,1,Pedestrian,2,35,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10635,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10675,1,1,Pedestrian,1,35,26 - 35 y/o,3,9,8,0,0,-1,0,1,,
200501GD10701,1,1,Pedestrian,1,26,26 - 35 y/o,3,9,5,0,0,-1,0,-1,,
200501GD10731,1,1,Pedestrian,2,27,26 - 35 y/o,3,4,1,0,0,-1,0,-1,,
200501GD10848,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501GD10911,1,1,Pedestrian,2,28,26 - 35 y/o,3,5,2,0,0,-1,0,1,,
200501GD10915,1,1,Pedestrian,1,31,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501GD10927,1,1,Pedestrian,2,34,26 - 35 y/o,3,4,2,0,0,-1,0,1,,
200501GD10938,1,1,Pedestrian,2,35,26 - 35 y/o,2,1,1,0,0,-1,0,1,,
200501GD10965,1,1,Pedestrian,2,28,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501GD10967,1,1,Pedestrian,1,31,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501GD10995,1,1,Pedestrian,2,26,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501GD11020,1,1,Pedestrian,1,26,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501GD11033,1,1,Pedestrian,1,34,26 - 35 y/o,2,5,1,0,0,-1,0,1,,
200501GD11042,1,1,Pedestrian,1,30,26 - 35 y/o,2,5,2,0,0,-1,0,-1,,
200501GD11078,1,1,Pedestrian,2,32,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501GD11099,1,1,Pedestrian,2,28,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501HT20004,1,1,Pedestrian,2,35,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501HT20044,1,1,Pedestrian,2,29,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501HT20046,1,1,Pedestrian,1,32,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501HT20048,1,1,Pedestrian,1,33,26 - 35 y/o,3,9,9,0,0,-1,0,-1,,
200501HT20093,1,2,Pedestrian,1,30,26 - 35 y/o,2,8,8,0,0,-1,0,-1,,
200501HT20116,1,1,Pedestrian,2,28,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501HT20147,1,1,Pedestrian,1,28,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501HT20163,1,1,Pedestrian,1,35,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501HT20167,1,1,Pedestrian,1,31,26 - 35 y/o,2,5,4,0,0,-1,0,-1,,
200501HT20208,1,1,Pedestrian,2,29,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501HT20211,1,1,Pedestrian,2,34,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501HT20235,1,1,Pedestrian,2,32,26 - 35 y/o,3,4,1,0,0,-1,0,1,,
200501HT20241,1,1,Pedestrian,1,29,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501HT20315,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501HT20318,1,1,Pedestrian,2,26,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501HT20330,1,1,Pedestrian,1,28,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501HT20350,1,1,Pedestrian,1,35,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501HT20394,1,1,Pedestrian,1,26,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501HT20399,1,1,Pedestrian,2,26,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501HT20426,1,1,Pedestrian,2,30,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501HT20445,1,1,Pedestrian,1,26,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501HT20464,1,1,Pedestrian,1,34,26 - 35 y/o,3,5,4,0,0,-1,0,1,,
200501HT20474,1,1,Pedestrian,2,31,26 - 35 y/o,3,4,2,0,0,-1,0,1,,
200501HT20498,1,2,Pedestrian,1,32,26 - 35 y/o,2,5,1,0,0,-1,0,-1,,
200501HT20566,1,1,Pedestrian,2,26,26 - 35 y/o,3,1,1,0,0,-1,0,1,,
200501HT20608,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501HT20611,1,1,Pedestrian,1,26,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501HT20686,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501HT20702,1,1,Pedestrian,1,27,26 - 35 y/o,2,4,1,0,0,-1,0,1,,
200501HT20745,1,1,Pedestrian,1,35,26 - 35 y/o,3,5,3,0,0,-1,0,-1,,
200501HT20766,1,2,Pedestrian,1,28,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501HT20798,1,1,Pedestrian,2,33,26 - 35 y/o,3,5,2,0,0,-1,0,1,,
200501HT20863,1,1,Pedestrian,1,35,26 - 35 y/o,3,1,3,0,0,-1,0,1,,
200501HT29008,1,1,Pedestrian,1,29,26 - 35 y/o,3,10,9,0,0,-1,0,-1,,
200501JC30020,1,1,Pedestrian,1,27,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501JC30043,1,1,Pedestrian,1,34,26 - 35 y/o,3,5,9,0,0,-1,0,1,,
200501JC30060,1,1,Pedestrian,1,26,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501JC30079,1,1,Pedestrian,1,34,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501JC30113,1,1,Pedestrian,1,30,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501JC30206,1,1,Pedestrian,2,30,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501JC30250,1,1,Pedestrian,2,27,26 - 35 y/o,2,5,1,0,0,-1,0,-1,,
200501JC30280,1,1,Pedestrian,2,27,26 - 35 y/o,3,5,3,0,0,-1,0,1,,
200501JC30290,1,1,Pedestrian,2,35,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501JC30302,1,1,Pedestrian,1,28,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501JC30336,1,1,Pedestrian,1,28,26 - 35 y/o,3,1,3,0,0,-1,0,-1,,
200501JC30374,1,1,Pedestrian,1,28,26 - 35 y/o,3,9,5,0,0,-1,0,1,,
200501JC30435,1,1,Pedestrian,2,28,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501JC30448,1,1,Pedestrian,2,34,26 - 35 y/o,3,1,1,0,0,-1,0,-1,,
200501JC30451,1,1,Pedestrian,2,28,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501JC30500,1,1,Pedestrian,1,26,26 - 35 y/o,2,5,3,0,0,-1,0,-1,,
200501JC30537,1,1,Pedestrian,2,32,26 - 35 y/o,3,9,5,0,0,-1,0,-1,,
200501JC30603,1,1,Pedestrian,1,30,26 - 35 y/o,3,4,2,0,0,-1,0,1,,
200501JC30627,1,1,Pedestrian,1,27,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501JC30716,1,1,Pedestrian,2,28,26 - 35 y/o,3,4,3,0,0,-1,0,1,,
200501JC30769,1,1,Pedestrian,1,33,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501JI40055,1,1,Pedestrian,1,34,26 - 35 y/o,3,5,1,0,0,-1,0,-1,,
200501JI40096,1,1,Pedestrian,1,34,26 - 35 y/o,3,10,9,0,0,-1,0,1,,
200501JI40271,1,1,Pedestrian,1,29,26 - 35 y/o,3,6,9,0,0,-1,0,1,,
200501JI40285,1,1,Pedestrian,2,26,26 - 35 y/o,3,5,1,0,0,-1,0,1,,
200501JI40316,1,1,Pedestrian,2,27,26 - 35 y/o,2,5,3,0,0,-1,0,-1,,
200501BS70715,1,1,Pedestrian,1,42,36 - 45 y/o,3,9,9,0,0,-1,0,1,,
200501BS70724,1,1,Pedestrian,2,36,36 - 45 y/o,3,10,9,0,0,-1,0,-1,,
200501BS70743,1,1,Pedestrian,1,40,36 - 45 y/o,3,10,3,0,0,-1,0,-1,,
200501BS70747,1,1,Pedestrian,1,38,36 - 45 y/o,2,6,9,0,0,-1,0,-1,,
200501BS70763,1,1,Pedestrian,1,36,36 - 45 y/o,2,5,4,0,0,-1,0,-1,,
200501CP00012,1,1,Pedestrian,2,36,36 - 45 y/o,3,4,1,0,0,-1,0,-1,,
200501CP00058,1,2,Pedestrian,2,36,36 - 45 y/o,3,7,9,0,0,-1,0,-1,,
200501CP00068,1,1,Pedestrian,2,44,36 - 45 y/o,3,4,1,0,0,-1,0,3,,
200501CP00089,1,1,Pedestrian,2,40,36 - 45 y/o,3,6,9,0,0,-1,0,1,,
200501CP00189,1,1,Pedestrian,1,45,36 - 45 y/o,3,5,3,0,0,-1,0,1,,
200501CP00196,1,1,Pedestrian,2,38,36 - 45 y/o,2,5,3,0,0,-1,0,1,,
200501CP00205,1,1,Pedestrian,1,45,36 - 45 y/o,3,9,8,0,0,-1,0,3,,
200501CP00221,1,1,Pedestrian,1,36,36 - 45 y/o,2,4,1,0,0,-1,0,-1,,
200501CP00257,1,2,Pedestrian,1,38,36 - 45 y/o,3,1,2,0,0,-1,0,1,,
200501CP00274,1,1,Pedestrian,1,40,36 - 45 y/o,3,4,1,0,0,-1,0,1,,
200501CP00291,1,1,Pedestrian,1,37,36 - 45 y/o,3,5,4,0,0,-1,0,1,,
200501CP00297,1,1,Pedestrian,1,38,36 - 45 y/o,3,9,9,0,0,-1,0,1,,
200501CW10044,1,1,Pedestrian,2,36,36 - 45 y/o,3,4,1,0,0,-1,0,2,,
200501CW10052,1,1,Pedestrian,2,44,36 - 45 y/o,3,5,3,0,0,-1,0,-1,,
200501CW10086,1,1,Pedestrian,2,38,36 - 45 y/o,2,3,1,0,0,-1,0,1,,
200501CW10089,1,1,Pedestrian,1,41,36 - 45 y/o,2,1,1,0,0,-1,0,1,,
200501CW10106,1,1,Pedestrian,1,45,36 - 45 y/o,3,1,1,0,0,-1,0,-1,,
200501CW10122,1,1,Pedestrian,1,40,36 - 45 y/o,3,5,1,0,0,-1,0,2,,
200501CW10125,1,1,Pedestrian,1,44,36 - 45 y/o,3,1,3,0,0,-1,0,1,,
200501CW10131,1,1,Pedestrian,2,40,36 - 45 y/o,3,1,1,0,0,-1,0,1,,
200501CW10200,1,1,Pedestrian,1,39,36 - 45 y/o,3,4,1,0,0,-1,0,2,,
200501CW10204,1,1,Pedestrian,2,40,36 - 45 y/o,3,4,1,0,0,-1,0,1,,
200501CW10205,1,1,Pedestrian,1,39,36 - 45 y/o,3,4,1,0,0,-1,0,1,,
200501CW10216,1,1,Pedestrian,1,42,36 - 45 y/o,2,5,1,0,0,-1,0,3,,
200501CW10216,1,2,Pedestrian,2,42,36 - 45 y/o,2,5,1,0,0,-1,0,-1,,
